Month,Organisation name,Organisation Code,Directorate,Service Category label,Service Category code,Supplier name,Payment date,Transaction number,Net Amount,Purpose of spend,Procurement classification
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,7130,Amazon.Co.Uk,16/10/2018,12061160,39.68,F0300396: C14 to C19 - 14 AWG Power Cable that was required for Power down on 20-21 October.,Misc Speciality Retail (5999)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,4200,Iceland,17/10/2018,12061160,13.88,Food and Drink for Volunteer Group,Grocery Stores/Supermarkets (5411)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4200,Iceland,17/10/2018,12061160,5.66,Food and Drink for Volunteer Group,Grocery Stores/Supermarkets (5411)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2070,C2c - Southend Ctl,17/10/2018,12061160,28.80,Train Ticket from Southend to Brighton re: Solace Summit.,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,4261,Waterstones,17/10/2018,12061160,14.38,Books for reservations,Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7120,Hoo*hootsuite Inc,17/10/2018,12061160,360.00,annual social media manager fee,Business Services - Default (7399)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,4055,Uk Hosting #556516,17/10/2018,12061160,11.70,Hosting for FPG website - upgrade for remainder of annual payment,Computer Program/Sys Design (7372)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4055,Laurence Matthews Ar,17/10/2018,12061160,13.80,Start - Materials for children's workshops,Artist/Craft Shops (5970)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4055,Trainline,17/10/2018,12061160,61.90,"Transport to Arts Education Conference - Professional Development - REDACTED PERSONAL DATA plus booking fee, p *",Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4055,Trainline,17/10/2018,12061160,2.50,"Transport to Arts Education Conference - Professional Development - REDACTED PERSONAL DATA plus booking fee, p *",Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4055,Trainline,17/10/2018,12061160,1.50,"Transport to Arts Education Conference - Professional Development - REDACTED PERSONAL DATA plus booking fee, p *",Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4055,Trainline,17/10/2018,12061160,1.12,"Transport to Arts Education Conference - Professional Development - REDACTED PERSONAL DATA plus booking fee, p *",Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Public Health,Public Health,7677,Amzn Mktp Uk,17/10/2018,12061160,23.99,Certificate frames for Healthy Schools Celebration,Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Public Health,1015,Mythic-Beasts.Com,17/10/2018,12061160,22.50,Annual hosting charge for Youth Council website,Professional Services - Def (8999)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,4015,Debenhams,17/10/2018,12061160,22.50,new trousers for work,Department Stores (5311)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4015,Debenhams,17/10/2018,12061160,-30.00,Credit Voucher Debenhams,Department Stores (5311)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Housing Services,6046,B & Q 1372,17/10/2018,12061160,20.00,Tools for Handyman Service,Lumber/Build. Supply Stores (5211)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Adult Social Care,1342,Cmt UK Ltd Taxi Fare,17/10/2018,12061160,6.40,Taxi Fare - Pimlico to Westminster REDACTED PERSONAL DATA x2 Conference,Taxicabs/Limousines (4121)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Adult Social Care,1342,Lul Ticket Machine,17/10/2018,12061160,17.10,Euston to Southend Victoria (Returning from TCA Conference Birmingham),Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Central Services to the Public,1455,Lul Ticket Machine,17/10/2018,12061160,15.00,Train ticket from London to Leigh in connection with TSA ITEC award evening return journey.,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,4525,Brights Locksmiths Ltd,17/10/2018,12061160,5.40,key cut for new community safety hub office 17 oct,Spec Contractors - Default (1799)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,,Adult Social Care,1000,Marks&spencer Plc,17/10/2018,12061160,45.00,Replacement like for like shoes,Grocery Stores/Supermarkets (5411)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2070,New Southern Railw,18/10/2018,12061160,18.20,Train ticket receipt Brighton to London return from Solace Summit for Council meeting.,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,7510,Izod & Burnip Ltd,18/10/2018,12061160,20.85,D tubes for staff toilets at chalkwell park,Hardware Stores (5251)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Cultural And Related Services,7070,First Intuition Chelmsfor,18/10/2018,12061160,65.00,1 x AAT Level 4 Management Accounting Budgeting - REDACTED PERSONAL DATA,Schools - Default (8299)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7070,First Intuition Chelmsfor,18/10/2018,12061160,65.00,1 x AAT Level 4 Management Accounting Budgeting - REDACTED PERSONAL DATA,Schools - Default (8299)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Central Services to the Public,6130,Hotel Campanile,18/10/2018,12061160,441.00,Bed & Breakfast costs for applicant prior to invoice direct,Lodging/Hotels/Motels/Resorts (7011)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Environmental And Regulatory Services,4716,Pain Quotidien 003149801,18/10/2018,12061160,26.25,"Naturesmart Project meeting Antwerp Oct18, breakfast REDACTED PERSONAL DATA x3 Day2",Fast Food Restaurants (5814)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Environmental And Regulatory Services,4716,Felix Pakhuis,18/10/2018,12061160,87.49,"naturesmart project Antwerp, Partners Dinner Oct 18 REDACTED PERSONAL DATA x3 Fully covered by project budget",Eating Places/Restaurants (5812)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Public Health,Public Health,7677,Amzn Mktp Uk,18/10/2018,12061160,73.52,Clinell wipes for school nursing team,Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Public Health,1025,C2c - Leigh On Sea,18/10/2018,12061160,18.40,return train travel to London,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,6170,C2c - Westcliff Sst,18/10/2018,12061160,8.10,Train Westcliff to Grays working at Thurrock Council,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7165,Chelmsford City Council,18/10/2018,12061160,5.60,"Parking - Pretty's Developers Forum Breakfast Meeting, Chelmsford","Parking Lots, Meters, Garages (7523)"
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,4120,Amzn Mktp Uk,19/10/2018,12061160,24.99,Halloween costumes for Ghost train on the Pier,Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2070,New Southern Railw,19/10/2018,12061160,18.10,Train ticket Southend to Brighton,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,4015,Https://Www.Hippychick,19/10/2018,12061160,50.00,Equipment for Visitor experience at Prittlewell Priory,Children/Infants Wear Store (5641)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2210,Robert Dyas Holdng Ltd,19/10/2018,12061160,263.75,Storage equipment for rest centre provision stocks.,Hardware Stores (5251)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,7540,Bp London Rd Connect,19/10/2018,12061160,60.00,Emergency fuel payment as BP Card failed,Service Stations (5541)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,4010,Tnt_direct,19/10/2018,12061160,12.54,TNT Shipment of artwork Southend to Glasgow,Courier Services (4215)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4010,Tnt_direct,19/10/2018,12061160,28.94,TNT Shipment of books to bookshop for sales (costs recovered),Courier Services (4215)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4055,Lne Railway Kgx Sst,19/10/2018,12061160,37.00,Return travel to Cambridge for arts funding conference - professional development REDACTED PERSONAL DATA,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Central Services to the Public,1025,Sainsburys S/mkt,19/10/2018,12061160,21.00,stationery,Grocery Stores/Supermarkets (5411)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Central Services to the Public,3471,Booker Limited Southend O,19/10/2018,12061160,73.62,Groceries for SYC Cafe,Caterers (5811)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Children And Education Services,3471,Booker Limited Southend O,19/10/2018,12061160,149.54,Groceries for SYC Cafe,Caterers (5811)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Children And Education Services,3131,Lul Ticket Machine,19/10/2018,12061160,5.00,Oyster card top up for travel around London,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Environmental And Regulatory Services,4716,Belair Deurne,19/10/2018,12061160,21.83,lunch in travel home from Naturesmart Partner meeting_Oct18_REDACTED PERSONAL DATA . Fully covered by project budget,Eating Places/Restaurants (5812)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Environmental And Regulatory Services,4716,Pain Quotidien Antwer,19/10/2018,12061160,25.38,"Naturesmart Project meeting Antwerp Oct18, breakfast REDACTED PERSONAL DATA Day2. Fully covered by project budget",Fast Food Restaurants (5814)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Public Health,7160,Rs Components,19/10/2018,12061160,49.68,Civic - Dali test bed,Electrical Parts/Equipment (5065)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Central Services to the Public,1342,Amzn Mktp Uk,19/10/2018,12061160,13.90,Disposable Hygiene Masks for VR Head Sets,Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7120,Gb01063 Lakeside,20/10/2018,12061160,32.10,tickfield stationary station,Hobby/Toy/Game Stores (5945)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7120,Ikea Limited,20/10/2018,12061160,62.50,replica mini plants for decoration,Furniture/Equip Stores (5712)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,4020,Homebase Ltd 202,20/10/2018,12061160,5.40,items for Iona new exhibition at beecroft,Lumber/Build. Supply Stores (5211)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,7160,Rs Components,20/10/2018,12061160,146.06,Civic - Shutdown emergency parts,Electrical Parts/Equipment (5065)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7120,Home Bargains Southend,21/10/2018,12061160,27.90,stationary station setup,Hardware Stores (5251)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Central Services to the Public,1342,Amzn Mktp Uk,21/10/2018,12061160,69.99,Flat Screen Stand/Trolly for Screen,Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7071,C2c Atos Webtis,22/10/2018,12061160,26.40,Logotech User Group - London - train fare - YC - 29th October,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Central Services to the Public,3455,Lidl UK Eastwood,22/10/2018,12061160,0.62,Resources for Sparkles,Grocery Stores/Supermarkets (5411)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2176,Financial Conduct Auth,22/10/2018,12061160,12.00,Friends Of Fitness Annual Return & accounts Search for pending court case,Govt Serv - Default (9399)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4201,Screwfix Southend On Sea,22/10/2018,12061160,37.89,Fixings for remembrance beacon,Lumber/Build. Supply Stores (5211)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Adult Social Care,1342,Southend Unvrsty Hospita,22/10/2018,12061160,3.10,Parking for a meeting at the hospital,"Parking Lots, Meters, Garages (7523)"
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7120,Amzn Mktp Uk,22/10/2018,12061160,60.92,baskets for room caddys,Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2070,Greater Anglia T/o,23/10/2018,12061160,15.00,Return train ticket Southend to Chelmsford - Essex Council Meeting with CE,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,4015,Sainsburys S/mkt,23/10/2018,12061160,43.30,Hospitality for private view at Beecroft gallery,Grocery Stores/Supermarkets (5411)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,7130,Amazon.Co.Uk,23/10/2018,12061160,13.08,F0301221: USB-A to USB-C adapters for USB-C testing as part of Rolling Replacement Programme.,Misc Speciality Retail (5999)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,7130,Amzn Mktp Uk,23/10/2018,12061160,40.45,F0301221: Spare LG remote for smart TVs in conference rooms. USB-C power tester for Rolling Replacement Programme,Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,7130,Amzn Mktp Uk,23/10/2018,12061160,65.90,F0301221: Spare LG remote for smart TVs in conference rooms. USB-C power tester for Rolling Replacement Programme,Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Children And Education Services,3105,Www.Dsmusic.Com,23/10/2018,12061160,153.79,Music software licence,Music Stores/Pianos (5733)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Children And Education Services,3105,Www.Dsmusic.Com,23/10/2018,12061160,475.20,Music software licence,Music Stores/Pianos (5733)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Adult Social Care,3455,Peterborough Direct,23/10/2018,12061160,11.00,Birth Certificate Request,Govt Serv - Default (9399)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Children And Education Services,3490,Lner,23/10/2018,12061160,5.00,Hot sandwich and drink on train,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Children And Education Services,3490,Iz *taxis,23/10/2018,12061160,17.20,Taxi from train station to secure unit,Taxicabs/Limousines (4121)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4015,Brights Locksmiths Ltd,23/10/2018,12061160,5.80,replacement key for cliff lift,Spec Contractors - Default (1799)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Adult Social Care,1342,Www.Live.Ekashu.Co,23/10/2018,12061160,1.70,Parking for a meeting,"Parking Lots, Meters, Garages (7523)"
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Housing Services,6170,C2c - Westcliff,23/10/2018,12061160,8.10,Train Westcliff to Grays working at Thurrock Council,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,7130,Amzn Mktp Uk,23/10/2018,12061160,87.98,F0301221: USB-C adapters for USB-C testing as part of Rolling Replacement Programme.,Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,4256,C2c - Southend Ctl,24/10/2018,12061160,54.20,Attendance at Selms Development Meeting in London 24.10.18 x 2 REDACTED PERSONAL DATA ,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7105,Cilex Law School Limit,24/10/2018,12061160,10.00,Revision Webinars for Landlord and Tenant Exam,Business/Secretarial School (8244)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4255,The Range,24/10/2018,12061160,2.99,box for fire officers at Shoebury library,Department Stores (5311)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4020,Homebase Ltd 202,24/10/2018,12061160,6.89,items for Iona new exhibition coming up in beecroft,Lumber/Build. Supply Stores (5211)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4015,Amzn Mktp Uk,24/10/2018,12061160,15.94,"new case holder for work phone,",Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Adult Social Care,1342,Wilko Retail Limit,24/10/2018,12061160,27.00,2 x Extension Lead for 5 East,Household Appliance Stores (5722)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,7015,Eb *embrace Empower Em,24/10/2018,12061160,25.00,SHARE - Audience Development conference 19NOV18,Business Services - Default (7399)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Adult Social Care,1342,Tesco Store 3177,24/10/2018,12061160,37.34,Health and wellbeing,Grocery Stores/Supermarkets (5411)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Housing Services,6170,C2c - Westcliff Sst,24/10/2018,12061160,8.10,Train Westcliff to Grays working at Thurrock Council,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7120,Amzn Mktp Uk,23/10/2018,12061160,99.67,baskets for caddies and stationary areas,Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,7130,Amzn Mktp Uk,23/10/2018,12061160,19.99,F0301221: USB-C adapters and USB-C power meter for USB-C testing as part of Rolling Replacement Programme,Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,7130,Amzn Mktp Uk,23/10/2018,12061160,34.95,F0301221: USB-C adapters and USB-C power meter for USB-C testing as part of Rolling Replacement Programme,Book Stores (5942)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7096,Trainline,24/10/2018,12061160,74.95,Train travel for National Registrars Yearly Conference,Passenger Railways (4112)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Central Services to the Public,4015,Sainsburys S/mkt,25/10/2018,12061160,19.03,Materials for Halloween event at Southchurch Hall,Grocery Stores/Supermarkets (5411)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Children And Education Services,3455,Wilko Retail Limit,25/10/2018,12061160,5.50,Resources for Sparkles,Household Appliance Stores (5722)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for Place,Cultural And Related Services,4010,Celco Lighting Ltd,25/10/2018,12061160,-40.00,Credit Voucher Celco Lighting Ltd,Electrical Parts/Equipment (5065)
October,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department for People,Adult Social Care,1342,Tesco Store 3177,25/10/2018,12061160,36.57,Health and wellbeing,Grocery Stores/Supermarkets (5411)
